Magnitude,Phase
3141.0,3.141592653589793
736257.2667661945,-0.4620689926787305
186700.08236487853,2.96641407300972
254802.8928027062,1.511456411336836
418363.4611352317,-2.349478746881835
1004005.3097504706,-1.5668563459910392
374848.2769808265,0.5198488394053952
398245.56361605105,-0.0660919714161454
574598.7230639298,3.096606032173107
1020326.4428167522,1.6330827645134922
568754.1622826786,-1.8432142147707953
254291.12627491777,1.3100566663794515
212621.78378773906,0.15497500260812977
546099.9619210716,2.6167274936400315
148850.8561166699,-1.0171565943082566
408599.67456668563,-2.3366189539480424
142233.8792153026,-1.6296921403040578
308010.23015653214,-1.547118533395397
61812.88443160722,-0.11174354081021916
408166.88420060417,1.3022397757298898
379625.8234490746,-1.3771688992139326
187446.76177082767,-1.3555642246057273
312278.29699848534,1.5256829307279423
265345.7221425905,1.1825674653048113
266518.849820664,-1.9111663161188714
288486.46990634524,0.5304750884749674
283673.823031653,-1.1422325954052226
231939.1794707368,0.2970705994490151
155148.61905462813,2.834709459498316
165843.63820978304,-1.328794819022519
232792.92729477552,-1.4631362515722413
235745.16282306905,-2.3813778701589676
259309.619232826,0.8652888113367251
51739.93994298474,1.1897866903032883
156637.24403226428,-1.406666961001679
176540.54782215308,2.968524966764152
166760.986614954,0.2091212975151406
102837.56441435624,0.8752408021524106
176146.62470156467,1.3065509778931128
103411.05963413704,1.7123808839999122
77750.70789933726,-0.5135231351924535
142639.7089742909,1.1387763802136495
109571.24001961011,0.7476588247006941
130625.06330162867,2.818264377654997
193283.74069102862,-1.8799832671299537
153198.17979014548,-0.40951136688916223
133948.9958029489,-2.9512294617935466
131652.63248652552,-1.8182190580143363
62892.06229411252,-0.9560952089431973
266657.10831495415,2.1783352170027386
80108.9092208267,2.833994237662271
222362.9884928453,0.40496303436808967
195589.42286763104,-0.20576229186440861
101146.82439131175,-1.3333726544761324
148921.4656865826,-0.4771382183156225
163144.96224965542,-1.7664178303910567
43851.795755532585,-2.4286595952934835
152461.78004323167,-2.8175212873700497
69104.31047951306,1.815615179656724
35418.40108824372,-1.3770517748851685
225911.61232513865,-0.3020371008931879
110375.76471707564,-2.187398504330729
48784.06070185692,-1.0610501853838539
39018.12423702446,2.4648768819137863
49179.83623529158,0.06138620841020063
119563.139252757,2.8088599590894923
91026.89111331875,2.0753059274807315
97206.4578105912,1.3813311066493057
40072.74565817864,0.19713424810947375
113659.28846168723,2.109907659723936
52973.06476664259,2.8097658247701194
42689.58935408105,1.226032338294941
110226.87346162075,0.9485737016251836
75827.74929126658,-2.6146558645794915
37909.41459623471,-2.6767033980223283
48684.14203365446,3.1309051608777354
19011.2344958681,0.8336848386110987
86286.31915358843,1.8154144225240756
87436.55558278084,3.093282987697219
33094.87921860017,-2.8521007174721293
94934.66008647453,0.49331910027153403
9655.859423277272,-0.8775425100423483
40467.939488781034,-2.7196300289951902
37622.605907386955,2.1618060414584144
49303.98549944463,-0.00298810433644517
46418.67622912632,1.6764875503662777
28639.835831575856,-0.4970557290818341
26209.986020631226,-1.5621124495103607
40417.7157803091,-0.8400870473329669
38861.92092147509,2.7858793717608696
32904.14519422335,-1.9935688504263143
31201.37859050126,1.353133498649203
9110.093072578196,1.4701741048543517
61723.10480549146,2.0458537826253598
41912.922702495875,-2.4297122393120785
43838.77868775505,1.42584691523989
49400.17079360688,1.3304639143898591
34794.42362250841,2.404242001695688
109906.97953737144,0.9631437782915776
16117.629467950599,1.9336893095525425
31997.890420895357,-0.6660067725158071
16591.783764723747,-1.8218312247026975
45566.96618035666,-2.535337430841747
60328.23388589109,-2.862421598295981
20879.128079381404,2.79724344742286
22991.873917042754,-2.418299485276808
43023.26792739424,1.8837535106241825
19775.124624180713,1.0282040507522623
23020.477067283577,0.7286949328140682
30201.615110757568,-1.4989334873869498
16789.31315647823,2.749471110830355
24342.84124682021,0.7693512191329843
29251.066516594332,-0.26896664688072286
20439.073438428826,3.1241414969116175
10245.24938019238,2.8041932414562636
27954.144809735517,-2.350406317309057
41668.17062300538,0.5004176390989504
2243.6795519009897,-0.1681585275035004
29249.817161720075,-1.9986158182217553
20794.043066312566,0.9846403938185072
25883.774643830006,-0.7925425911985706
19285.883821780568,2.739249933026869
23249.347792585344,3.134670979194139
53147.54451994516,-3.045917260832965
44930.366155249794,1.5311480724701343
30401.604140331176,2.611701162402889
37990.07396298151,-1.976626994823688
34003.55589244371,2.0063945925110347
32886.36191543905,2.888019632035486
12108.081822382897,-1.2629422350002433
33013.90679181423,-2.5237259358568407
36859.7131912609,-2.9076280805434607
6881.411155831929,-1.5640183816300937
3270.9057542093647,0.17108155012181478
39260.7816984456,-2.547792146335368
36304.438437428835,-2.932693154050188
13741.784999043051,-3.0591551441132094
21247.431698031487,2.4311411923727326
15536.711123338044,1.9812372805065432
11459.849634310172,3.1280697521419287
18258.517286875835,-0.1280042156301299
17189.54527078291,0.4475661348444385
23291.44732312407,-0.2513392242208879
1719.3286320288928,0.24028503878404497
17065.58437590015,-1.5976280266873144
12485.958819501924,1.6034514522007337
6890.250949369585,-2.4379964902030715
9962.25078984678,-1.0466406411275448
20815.797412296422,2.1237695351325945
15560.039997663942,-3.111434966920367
